query_id,category,original_query,used_segment_ids,article
59,person,임미란 의원의 직업계고 관련 문제 제기를 기사화해 달라.,[],
60,person,박강산 의원의 도시계획 관련 논의를 기사로 작성해 달라.,[],
61,party,광주광역시의회 더불어민주당 의원들의 복지 예산 문제 제기를 정리해 달라.,"[129975, 125862, 121783, 127795, 122753]","광주광역시의회 더불어민주당 의원들, 복지 예산 조정과 정책 추진에 적극적 문제 제기

광주광역시의회 더불어민주당 소속 의원들은 최근 복지 예산과 관련한 여러 현안에 대해 심도 있는 문제 제기와 질의를 이어갔다. 의원들은 특히 광주형일자리 근로자 주거 지원, 에너지자립도시 사업 예산 감액, 시민편의공간 조성 예산, 그리고 노인 및 장애인 복지 예산의 증감 조정 등 다양한 사안에 대해 집행부의 입장과 향후 대책을 요구했다.

홍기월 의원은 광주형일자리 근로자 임대주택 지원 예산과 관련해 노동정책관실과 주택정책과 간 중복지원 여부를 질의하며, 국가균형발전 특별법 개정에 따른 주거비 지원이 조속히 이루어져야 한다고 강조했다. 이에 주택정책과장은 노동정책관실의 임대료 지원과 사업자 지원 예산 간 차이를 설명하며, 근로자를 위한 공공임대주택 건립이 지연되고 있는 점에 안타까움을 표하고 다양한 지원 방안을 모색하겠다고 답변했다.

또한, 홍 의원은 에너지자립도시 관련 사업 예산이 대폭 감액된 점을 지적하며, 시민 홍보와 정책포럼 등은 필수적으로 유지되어야 한다고 주장했다. 이에 인공지능산업실장은 이번 추경이 법정 의무 지출 우선순위에 따라 편성되었으며, 경상적 사업은 속도를 조절할 수 있다는 점을 설명하고 앞으로 세부 사항을 챙기겠다고 밝혔다.

복지건강국의 추가경정예산안 심사 과정에서는 더불어민주당 의원들이 노인일자리 및 사회활동지원, 장애인복지, 통합돌봄 지원사업 등 복지 분야 예산의 증액과 감액 내역을 면밀히 점검했다. 특히 노인일자리 사업의 정부 정책 변화에 따른 사업량 조정과 시비 보전 문제, 그리고 통합돌봄체계 구축을 위한 홍보비 증액 등이 주요 쟁점으로 다뤄졌다. 집행부는 국고보조금 변경에 따른 예산 조정과 신규 사업의 실현 가능성 검토를 강조하며, 예산 집행의 효율성을 높이겠다는 입장을 밝혔다.

한편, 박희율 의원은 시민편의공간 조성 사업 예산 편성에 대해 재정 상황을 고려한 신중한 검토를 요구했다. 그는 과거 북카페 조성 사업이 시민들의 외면으로 철거된 사례를 언급하며, 시민 의견 수렴과 실질적 편익 제공 여부를 꼼꼼히 따져야 한다고 지적했다. 이에 자치행정국장은 당직실 폐지에 따른 공간 재배치 및 청사 개선 차원에서 예산이 편성되었으며, 기존 사례와는 다른 개념임을 설명했다.

이번 광주광역시의회 더불어민주당 의원들의 질의와 문제 제기는 복지 예산의 투명성과 효율성 제고, 그리고 시민 체감형 복지 정책 추진을 위한 중요한 계기가 되고 있다. 집행부와 의원 간의 지속적인 소통과 협력을 통해 예산 집행의 적정성과 정책 효과성을 높여 나가는 것이 향후 과제로 남아 있다."
62,party,광주광역시의회 국민의힘 의원들의 교통 인프라 문제 발언을 기사화해 달라.,"[128768, 121728, 130366, 125870, 128338]","광주광역시의회 국민의힘 김용임 의원, 교통 인프라 문제 집중 질의

광주광역시의회 국민의힘 김용임 의원이 최근 교통 인프라와 관련한 다양한 현안에 대해 집행부를 상대로 집중 질의를 펼쳤다. 김 의원은 무인 교통단속장비 설치 위치, 군공항 이전과 관련한 갈등관리자문단 운영, 도시철도 1호선 및 2호선 공사 진행 상황, 그리고 친환경 차량 통행 현황과 관련 예산 문제 등을 꼼꼼히 점검하며 개선을 촉구했다.

회의에서 김 의원은 군공항 이전 후보지에서 발생할 수 있는 갈등 해소를 위해 갈등관리자문단의 적극적 운영이 필요하다고 강조했다. 그러나 관련 예산이 삭감된 점에 대해 아쉬움을 표하며, 앞으로도 자문단을 최대한 활용해 문제 해결에 나설 것을 집행부에 요청했다. 또한, 도시철도 1호선 동력비 미반영 문제와 2호선 공사 지연에 따른 시민 불편, 그리고 공사 현장 주변 상가의 영업 피해 상황에 대해서도 상세한 설명과 대책 마련을 요구했다.

특히 화순 선교동 일대 노인보호구역 내 과속 단속 카메라 설치 지연 문제도 지적됐다. 김 의원은 주민 안전을 위해 반드시 설치가 필요하다고 강조했으며, 집행부는 경찰청과 협의해 하반기에 재검토하겠다고 답변했다. 이와 함께 제2순환도로를 이용하는 수소차, 전기차, 하이브리드차 등의 통행 현황과 하이패스 연동 관련 용역비 등 구체적인 자료 제출도 요구했다.

예산 심사 과정에서는 교통여건 조성 예비비 증액 내역과 공영주차장 조성 사업 증액 사유에 대한 구체적 설명이 부족하다는 점을 지적하며, 향후 예산 편성 시 세부 내역을 명확히 할 것을 당부했다. 또한 시민모니터단 실비보상 사업의 감액 배경과 시내버스 준공영제 및 명령노선 손실보상 제도의 통합 가능성에 대해서도 검토를 요청했다.

김용임 의원은 이번 질의를 통해 광주시 교통 인프라의 안전성과 효율성 제고, 시민 불편 최소화, 그리고 투명한 예산 집행을 위한 집행부의 적극적인 대응을 촉구했다. 집행부는 앞으로도 관련 현안을 면밀히 검토하고 시민 안전과 편의를 위해 최선을 다하겠다는 입장을 밝혔다."
63,party,서울특별시의회 더불어민주당 의원들의 청년 주거 문제 논의를 정리해 달라.,"[137362, 118834, 138817, 137170, 133418]","서울시의회 더불어민주당, 청년 주거 문제와 도시계획 규제 완화 촉구

서울특별시의회 더불어민주당 의원들은 최근 회의에서 청년 주거 문제와 관련해 낡고 열악한 주거환경 개선을 위한 규제 완화와 유연한 도시계획의 필요성을 집중적으로 논의했다. 특히 성북구 고려아파트 사례를 중심으로 자연경관지구와 제1종 일반주거지역이라는 이중 규제가 재건축과 주거환경 개선을 가로막고 있다는 문제 제기가 이어졌다.

강동길 의원은 1977년에 지어진 고려아파트가 낡고 안전에 위협을 받는 상황임에도 불구하고, 사후적으로 지정된 자연경관지구와 1종 일반주거지역 규제로 인해 재건축이 불가능해 주민들이 심각한 고통을 겪고 있다고 지적했다. 그는 25년 전 성북구가 해당 지역의 풍치지구 해제를 서울시에 요청했으나 서울시가 아무런 설명 없이 이를 거부한 점을 문제 삼으며, 주변 지역은 재개발로 고층 아파트가 들어섰음에도 고려아파트 일대만 규제가 유지되는 불합리함을 강조했다. 이에 대해 오세훈 서울시장은 규제 완화 필요성에 공감하며, 인접 지역과 통합한 신속통합 재개발 후보지 선정 등 다양한 방안을 검토하겠다고 답변했다.

이용균 의원은 북한산 고도지구 내 주거지역의 높이 규제 완화에 대해 주민들의 사업성 우려를 전하며, 특히 역세권 지역에 대한 추가 완화 가능성을 제안했다. 도시계획국장은 현재까지의 완화 조치가 도봉·강북 지역에 형평성을 고려한 것이라며, 사업성 판단에 따른 무분별한 규제 완화는 어렵지만 공공 사업 중심으로 완화 방안을 검토하겠다고 밝혔다. 또한, 리모델링 대상 아파트의 층수 제한 문제에 대해서도 중장기적인 검토가 필요하다는 입장을 밝혔다.

한편, 최기찬 의원은 자립준비청년 지원사업에 대해 예산 낭비와 지원 대상의 한계를 지적하며, 현행 사업의 재설계와 수혜 대상 확대를 요구했다. 여성가족정책실장은 자립준비청년의 다양한 필요를 고려한 맞춤형 지원을 진행 중이며, 생활교육 프로그램도 운영하고 있다고 설명했다.

이번 논의는 청년과 노후 주거지 주민들의 주거 안정과 환경 개선을 위해 서울시가 도시계획 규제 완화와 지원 정책의 실효성을 높여야 한다는 공감대를 형성했다. 향후 서울시는 주민 의견과 실태를 반영한 유연한 도시계획과 정비사업 추진 방안을 마련하는 데 주력할 전망이다."
64,party,서울특별시의회 국민의힘 의원들의 도시 안전 정책 비판 발언을 기사화해 달라.,"[141959, 135790, 119033, 141315, 135873]","서울시의회 국민의힘 의원들, 도시 안전 정책과 통일안보교육 문제 지적

서울특별시의회 국민의힘 소속 의원들이 최근 열린 시의회 회의에서 서울시의 도시 안전 정책과 통일안보교육에 대한 문제점을 집중적으로 제기했다. 김형재 의원은 서울시와 교육청의 통일안보교육 실태를 점검하며, 안보교육의 부족과 예산 낭비 문제를 비판했다.

김형재 의원은 북한의 핵무력 완성과 지속적인 군사 위협 속에서 서울시가 안보 문제를 소홀히 하고 있다고 지적했다. 특히 서울시교육청의 통일안보교육 프로그램 참여율이 저조하고, 교사 대상 교육도 제한적이며, 관련 예산 집행과 정책 의지가 부족하다고 꼬집었다. 그는 “자유평화통일과 안보는 수레의 양 바퀴와 같으며, 안보관 확립 교육이 무엇보다 중요하다”고 강조했다. 이에 대해 조희연 교육감은 일부 동의하면서도 보고 체계와 협력 문제에 대해 개선 의지를 보였다.

또한 김 의원은 서울시가 발주한 대형 공사에서 잦은 설계 변경과 공사 기간 연장으로 1조 원이 넘는 예산이 추가로 투입된 점을 문제 삼았다. 월드컵대교 건설공사 등 주요 사업에서 설계변경이 반복되면서 공기 지연과 예산 낭비가 심각한 상황임을 지적하며, 주민 의견 수렴 미흡과 행정의 독선적 태도를 꼬집었다. 오세훈 서울시장은 공사 지연의 주요 원인으로 시의 의지 부족과 설계 단계의 미흡한 준비를 인정하며, 앞으로 철저한 사전 점검과 주민 의견 반영을 약속했다.

이 밖에도 자치경찰위원회와 관련해 생활범죄 예방 및 정보 공개에 관한 조례 논의 과정에서 범죄통계 공개의 사회적 파장과 경제적 영향에 대한 의견이 엇갈렸다. 일부 의원들은 정보 공개가 범죄 예방에 도움이 될 수 있다고 보았으나, 자치경찰위원장은 공개로 인한 주민 불안과 지역 낙인 문제를 우려하며 신중한 접근을 촉구했다.

이번 회의에서 국민의힘 의원들은 서울시의 도시 안전과 통일안보교육 정책 전반에 걸쳐 개선이 필요하다는 점을 분명히 하면서, 집행부의 적극적인 대응과 협력을 요구했다. 향후 서울시의회와 집행부 간 긴밀한 소통과 실질적인 정책 보완이 기대된다."
65,party,서울특별시의회 더불어민주당 의원들의 대중교통 요금 인상 반대 논의를 정리해 달라.,"[143995, 119179, 144173, 134459, 118982]","서울시의회 더불어민주당 의원들, 대중교통 요금 인상 반대 및 관련 정책 점검 촉구

서울특별시의회 더불어민주당 소속 의원들은 최근 시정질문과 행정감사를 통해 대중교통 요금 인상에 대한 반대 입장을 분명히 하면서, 대중교통 정책의 실효성과 재정 운용의 투명성 강화 등을 요구했다. 특히 기후동행카드 및 동행버스 운영 현황에 대한 구체적 자료 제출을 요청하며, 시민 편의와 재정 효율성 간 균형 있는 정책 추진을 강조했다.

최재란 의원은 교통실장과의 질의에서 동행버스 이용객 만족도 조사 결과의 구체성 부족을 지적하며, 조사 기간과 대상, 설계 방법 등 기본적인 조사 개요 자료의 제출을 요구했다. 또한, 기후동행카드 시행 이후의 대중교통 수송분담률 데이터가 아직 발표되지 않아 정책 효과를 검증하기 어렵다는 점을 지적하며, 티머니 통합 전산 자료를 활용한 보다 정확한 분석을 요청했다. 교통실장은 개인정보 보호 문제로 자료 제출 여부를 검토하겠다는 입장을 밝혔다.

더불어민주당 의원들은 정부의 감세 기조와 이에 따른 지방재정 압박 상황을 감안할 때 서울시가 예산을 더욱 효율적으로 운용해야 한다고 강조했다. 특히 대중교통 요금 인상에 따른 시민 부담 증가를 우려하며, 요금 인상 대신 대중교통 이용 활성화와 서비스 개선에 집중할 것을 주문했다.

이와 함께, 의원들은 대중교통 정책과 연계된 다양한 사업의 예산 집행 내역과 홍보비 사용 현황에 대한 투명한 공개도 요구했다. 이는 시민들이 정책 추진 과정을 신뢰할 수 있도록 하기 위한 조치로, 정책의 실질적 효과와 재정 운용의 건전성을 확보하는 데 중요한 과제로 꼽혔다.

서울시 교통실은 의원들의 지적을 수용해 향후 대중교통 정책의 효과 분석 자료를 보완하고, 시민 의견을 반영한 정책 추진에 최선을 다하겠다는 입장을 밝혔다. 더불어민주당 의원들은 대중교통 요금 인상 반대 입장을 지속적으로 견지하며, 서울시가 시민 중심의 교통 정책을 펼칠 수 있도록 감시와 협력을 병행할 계획이다."
66,party,서울특별시의회 국민의힘 의원들의 재정 건전성 강조 발언을 기사로 작성해 달라.,"[141937, 142186]","서울시의회 국민의힘, 재정 건전성 강화와 미래세대 책임 강조

서울특별시의회 국민의힘 대표 최호정 의원은 최근 열린 교섭단체 대표연설에서 서울시의 재정 건전성 강화와 미래세대를 위한 책임 있는 재정 운영의 필요성을 강조했다. 최 의원은 특히 코로나19 팬데믹 이후 급증한 서울시 채무와 지방공사 적자 문제를 지적하며, 불필요한 예산 삭감과 조례 개정을 통해 재정을 효율적으로 관리하겠다는 의지를 밝혔다.

최 의원은 2018년 대비 2021년까지 서울시 채무가 8조 원 이상 급격히 증가한 점을 우려하며, 코로나19 외에도 임대주택 공급, 장기미집행 공원 보상, SOC사업 등 다양한 요인이 복합적으로 작용했다고 설명했다. 이에 서울시는 내년 예산 편성에서 차입액보다 상환액을 늘려 채무를 적극적으로 상환할 계획임을 밝혔다. 또한 서울교통공사의 누적 적자와 무임승차 문제에 대해서도 중앙정부와 협의를 지속하며 국고 보조금 확보를 위해 노력 중임을 보고했다.

한편, 서울에너지공사의 자금난 해소를 위해 통합재정안정화기금에서 857억 원의 융자금을 신규 반영하는 변경안이 상정됐다. 이에 대해 의원들은 에너지공사의 재무구조 악화 우려와 함께 원자재 가격 연동 요금 인상, 자본금 확충 등 근본적인 해결책 마련을 주문했다. 에너지공사는 2026~2027년 열병합발전시설 가동을 통해 수익 창출을 기대하고 있으나, 일부 사업 지연과 자금 경색 상황에 대한 우려도 제기됐다.

최호정 의원은 “재정 건전성을 확보하지 않으면 미래세대가 감당해야 할 부담이 커질 수밖에 없다”며 “불필요한 지출은 철저히 절감하고, 시민 안전과 미래를 위한 투자에는 타협하지 않겠다”고 말했다. 국민의힘 서울시의회는 앞으로도 재정 건전성 강화를 위한 조례 개정과 예산 심사를 통해 지속 가능한 서울을 만들기 위한 노력을 이어갈 방침이다."
67,party,광주광역시의회 더불어민주당 의원들의 기후 대응 정책 비판 내용을 정리해 달라.,[],
68,party,광주광역시의회 국민의힘 의원들의 재개발 사업 문제 제기를 기사화해 달라.,[128225],"광주광역시의회 국민의힘, 재개발 임대아파트 안전 문제 집중 질의

광주광역시의회 국민의힘 소속 김용임 의원은 최근 열린 도시공간국 행정사무감사에서 재개발 사업과 관련한 임대아파트의 안전 문제를 집중적으로 제기했다. 김 의원은 특히 동구 화정동 아이파크 임대아파트에서 발생한 스프링클러 동파 사고 사례를 언급하며, 임대아파트의 구조적 문제와 안전 관리의 미흡함을 지적했다.

회의에서 도시공간국 관계자는 해당 임대아파트가 복도형 구조로 설계되어 외부에 노출된 스프링클러가 한파로 인해 동파된 것으로 파악된다고 설명했다. 또한 재개발 사업 시 임대아파트 의무 확보 비율이 8.5%임을 밝히면서, 이번 사례를 계기로 향후 재개발 아파트의 설계 단계부터 안전 문제를 철저히 점검하고 개선해 나가겠다는 입장을 전했다.

김 의원은 이와 함께 LH가 건설한 기존 임대아파트에서도 유사한 문제가 빈번히 발생하고 있다며, 입주민들의 불안감을 해소하기 위한 적극적인 보완 조치가 필요하다고 강조했다. 이에 대해 도시공간국은 과거의 문제를 완전히 되돌릴 수는 없으나 앞으로 건축 심의와 사업 승인 과정에서 안전을 강화하겠다고 답변했다.

아울러 김 의원은 동파 문제와 관련해 취약계층 주거 환경 개선의 필요성도 제기했다. 도시공간국은 주거복지 사각지대에 대한 인식을 공유하며, LH와 협력해 종합주거복지센터를 운영 중임을 알리고, 동파 등 겨울철 주거 문제에 대한 지원 방안을 모색하겠다고 밝혔다. 김 의원은 향후 관련 조례 제정과 예산 지원 확대를 통해 취약계층의 주거 안정성을 높일 것을 제안했다."
69,party,서울특별시의회 더불어민주당 의원들의 문화예술 지원 정책 비판 발언을 기사 작성.,"[137563, 142162, 142109, 142627, 136950]","서울시의회 더불어민주당 의원, 문화예술 지원 정책과 의회 전문성 문제 지적

서울특별시의회 더불어민주당 소속 의원들이 최근 문화예술 지원 정책과 의회 전문성 강화 문제를 중심으로 비판적인 목소리를 냈다. 특히 의원들은 정책지원관 제도의 한계와 의회의 전문성 확보를 위한 제도적 개선 필요성을 강조했다.

박유진 위원은 지방자치법 개정으로 정책지원관 제도가 도입됐지만, 임기제 공무원 신분과 2+3년 임기 제한으로 인해 전문성을 충분히 쌓기 어렵다고 지적했다. 또한 정책지원관이 행정부 소속이라는 점에서 입법부의 독립성과 견제 기능에 부정적인 영향을 줄 수 있다고 우려했다. 그는 “의원 개인의 노력만으로는 상임위 전문성을 확보하기 어렵고, 정책지원관이 최소 5년 이상 안정적으로 근무할 수 있어야 한다”고 강조하며, 별정직 전환을 통한 제도 개선을 제안했다.

이에 대해 김용석 사무처장은 10년 임기 보장은 현실적으로 어려우나, 별정직 전환을 통해 정책지원관의 전문성과 안정성을 높이는 방안에 공감한다고 답했다. 그는 “국회에서도 보좌진의 전문성이 의원 전문성과 직결된다”며 “지방의회도 정책지원관의 별정직화를 통해 전문성 강화가 필요하다”고 밝혔다.

한편, 경제정책실 관련 질의에서는 문화예술 분야 예산과 사업 운영에 대한 의원들의 다양한 의견이 나왔다. 이민옥 의원은 경제정책실이 주도하는 세계도시문화축제와 패션쇼 사업에 대해 “경제정책실이 모든 사업을 다 하려 하기보다 본연의 경제 정책에 집중하고 문화 관련 사업은 관련 부서에 맡기는 것이 효율적”이라고 지적했다. 이에 경제정책실장은 국제교류과 소속 사업 특성상 경제정책실에 배치된 점을 설명하며 부서 간 협력의 필요성을 언급했다.

또한, 일부 의원들은 문화예술 분야 예산 삭감과 지원 축소에 대해 우려를 표명했다. 김동욱 의원은 e스포츠 및 게임산업 육성 예산이 대폭 줄어든 점을 문제 삼으며 “게임산업은 젊은층과 서울시 위상을 높이는 중요한 분야”라며 지원 확대를 촉구했다. 경제정책실장은 예산 편성 과정의 한계와 함께 “게임산업에 대한 인식 개선과 지원에 노력하겠다”고 답변했다.

이번 회의에서 서울시의회 더불어민주당 의원들은 문화예술 지원 정책과 의회 전문성 강화에 대한 문제점을 꼼꼼히 짚으며, 제도 개선과 예산 재조정 등 실질적인 대책 마련을 요구했다. 향후 정책지원관 제도의 별정직화 추진과 문화예술 분야 예산의 효율적 배분이 주요 과제로 남아 있다."
70,party,서울특별시의회 국민의힘 의원들의 세금 효율성 문제 제기를 정리해 달라.,"[118931, 142346, 119000, 140669, 119016]","서울시의회 국민의힘 의원들, 세금 집행 효율성 문제 집중 제기

서울특별시의회 국민의힘 의원들은 최근 회의에서 서울시 예산 집행과 세금 효율성 문제에 대해 집중적으로 문제를 제기했다. 특히 아동안전지킴이 사업의 예산 집행과 관련해 휴가 일수 변동으로 인한 예산 불용 문제, 사회서비스원 예산 편성 과정에서의 문제점, 그리고 교육청의 미수납 세금과 불용 예산 등에 대한 지적이 이어졌다.

최유희 부위원장은 아동안전지킴이 사업에서 무급 휴가 일수가 연도별로 크게 변동하면서 예산 집행에 불확실성이 크다고 지적했다. 이에 대해 자치경찰위원회 이용표 위원장은 휴가 일수 증감이 기후 변화 등 외부 요인에 따른 것으로, 예산 편성 시 보다 정확한 추산 방안을 연구하겠다고 답변했다. 다만 의원은 사업의 효율성 제고를 위해 무급 휴가 일수 조정과 예산 집행의 안정성이 필요하다고 강조했다.

또한 황유정 의원은 사회서비스원 관련 예산 편성 과정에서 의원들의 문제 제기가 예산에 충분히 반영되지 않은 점에 대해 유감을 표했다. 복지정책실장은 의원들의 의견을 충분히 논의하고 있다고 답변했으나, 의원들은 시민의 세금을 효율적으로 사용하기 위한 의회와 행정부 간 소통과 반영이 더욱 강화되어야 한다고 주장했다.

교육 분야에서도 국민의힘 의원들의 문제 제기가 잇따랐다. 김형재 의원은 교육청의 미수납액과 불납결손액이 매년 100억 원 이상 반복되고 있어 징수 의지가 부족하다고 지적했다. 교육행정국장은 세입 강화를 위한 TF 구성을 통해 선진 기법을 도입하고 징수 노력을 강화하겠다고 밝혔다. 또한 예산 불용 사례가 다수 발생하는 점에 대해 중복 투자와 학사 일정 등의 이유가 있으나, 의원들은 예산 편성과 집행 시스템의 근본적 문제를 개선해야 한다고 강조했다.

이처럼 국민의힘 의원들은 서울시 예산 집행의 효율성과 투명성 제고를 위해 세밀한 관리와 제도 개선을 촉구하고 있다. 집행부 역시 문제 인식을 공유하며 구체적 대책 마련과 협력을 약속하는 등 앞으로의 예산 집행 과정에서 보다 긴밀한 소통과 책임 있는 관리가 요구되고 있다."
71,mixed,광주광역시의회에서 더불어민주당과 국민의힘이 각각 복지 예산을 어떻게 평가하는지 비교해 달라.,"[121872, 127795, 124984, 125528, 126924, 121895, 125892, 125885, 130087, 129055]","광주광역시의회, 더불어민주당과 국민의힘 복지 예산 평가 엇갈려

광주광역시의회에서 진행된 예산 심의 과정에서 더불어민주당과 국민의힘 의원들이 복지 예산에 대해 상반된 평가를 내놓았다. 더불어민주당은 복지건강국의 추가경정예산안에 대해 촘촘하고 세밀한 돌봄 지원을 위한 필수 경비 반영으로 평가하며, 노인일자리, 장애인복지, 감염병 대응 등 다양한 복지사업에 대한 증액 편성을 긍정적으로 보았다. 특히 광주다움 통합돌봄체계 구축과 같은 민선8기 공약사업에 대한 예산 증액을 강조하며, 복지 분야의 현안 추진에 적절한 예산안이라고 판단했다.

반면 국민의힘 소속 의원들은 복지 예산 편성 과정에서 나타난 일부 문제점을 지적했다. 김용임 의원은 인건비 예산의 불용액 발생과 삭감 후 추경 편성 문제를 꼬집으며, 공직자 사기 저하 우려를 표명했다. 또한 출자출연기관의 순세계잉여금 미반납 문제와 가족수당 산출 내역의 불일치, 시민참여예산의 적정성 문제 등 예산 집행의 투명성과 효율성에 대한 개선을 요구했다. 복지 예산뿐 아니라 노동일자리정책관 소관 사회적경제 기업 지원 예산의 저조한 집행 실태도 문제 삼았다.

집행부는 이러한 지적에 대해 예산 편성 및 집행 과정에서 발생한 문제를 인지하고 있으며, 앞으로 보다 면밀한 수요 예측과 협의를 통해 예산 불용액 최소화와 적정 편성을 위해 노력하겠다고 답변했다. 또한 출자출연기관의 잉여금 정리 및 시민참여예산의 전문적 검토 강화 등 개선 방안을 마련할 계획임을 밝혔다.

이번 광주광역시의회의 예산 심의는 복지 예산에 대한 각 당의 시각 차이를 드러냈으며, 향후 예산 편성 시 투명성과 효율성을 높이고 시민 복지 실현에 더욱 집중하는 방향으로 나아갈 필요성을 제기했다. 양당의 균형 있는 협력과 집행부의 적극적인 대응이 요구되는 시점이다."
72,mixed,서울특별시의회에서 두 정당이 대중교통 요금 인상에 대해 제기한 논거 차이를 분석해 달라.,"[141612, 134139, 137387, 141187, 131916]","서울특별시의회, 대중교통 요금 인상 두 정당 논거 차이 집중 토론

서울특별시의회에서는 최근 대중교통 요금 인상과 관련해 두 정당 간 상반된 논거가 집중적으로 제기되었다. 한쪽에서는 시민들의 경제적 부담을 고려해 요금 인상에 신중해야 한다는 입장을, 다른 한쪽에서는 재정 건전성과 미래 비용 부담을 이유로 인상이 불가피하다는 주장이 맞섰다.

김용호 부위원장은 시민들의 생활비 부담 증가를 강조하며, 현재의 물가 상승과 맞물려 대중교통 요금 인상이 시민 체감 부담을 가중시킨다고 지적했다. 그는 “평소 관리비가 두 배로 오르는 등 시민 부담이 크다”며 인상안에 대해 신중한 검토와 구체적인 데이터 제시를 요구했다. 그러나 집행부 측은 과거 인상 유예가 누적되어 결국 향후 급격한 인상이 불가피하며, 계약 조건에 따른 인상 필요성을 설명했다. 이에 김 부위원장은 인상 자체에 반대하지 않으면서도 시민 공감대를 얻을 수 있는 투명한 자료와 논의가 전제돼야 한다는 점을 강조했다.

반면 윤영희 위원은 무임수송제의 급격한 재정 부담 증가와 인구 고령화 문제를 중심으로 제도 개선의 필요성을 강하게 제기했다. 그는 “2040년 서울시 인구의 40%가 노인으로 무임수송 대상이 될 것”이라며, 현재의 65세 무임승차 기준을 상향 조정하지 않으면 교통공사의 재정 파탄을 초래할 수 있다고 경고했다. 윤 위원은 대구시의 사례를 언급하며 서울시도 노인 연령 상향 및 할인 정책 등 다양한 제도 개선 방안을 적극 검토해야 한다고 촉구했다. 집행부도 노인복지법 해석 문제와 국가 차원의 지원 필요성을 인정하면서, 지방자치단체와 국가가 협력해 자구 노력과 정책 전환을 병행해야 한다는 입장을 밝혔다.

이처럼 서울시의회 내에서는 시민 부담 완화와 재정 건전성 확보라는 두 축을 중심으로 대중교통 요금 인상 및 무임수송제 개선에 대한 다양한 의견이 교차했다. 의원들은 보다 구체적인 데이터와 시민 의견 수렴을 바탕으로 신중한 정책 결정이 필요하다고 입을 모았다. 향후 서울시는 시민 공청회 등 적극적인 소통과 함께 제도 개선 방향을 구체화할 계획이다."
73,mixed,광주·서울의회에서 두 정당이 각각 기후위기 대응 정책을 어떻게 비판·옹호하는지 비교해 달라.,"[139086, 140147, 122470, 125282, 126309, 125120, 129397, 141440, 141796, 138836]","[서울·광주 지방의회, 기후위기 대응 정책 두 정당 입장 비교]

서울특별시의회와 광주광역시의회에서는 최근 기후위기 대응 정책과 관련한 조례 개정 및 기본계획 보고를 중심으로 활발한 논의가 진행되었다. 두 도시의 의회에서는 기후위기 대응을 위한 탄소중립 및 녹색성장 기본 조례안과 환경교육 지원 조례안 등이 상정되었으며, 이에 대해 각 정당 의원들은 정책의 실효성과 추진 방향에 대해 다양한 의견을 제시했다.

서울시의회에서는 탄소중립녹색성장위원회의 기능 강화와 위원회 구성 확대, 그리고 온실가스 감축 목표 설정과 관련된 조례 개정안이 다뤄졌다. 검토보고에 따르면, 해당 조례안들은 상위법과의 연계성을 고려해 위원회 운영의 전문성과 투명성을 높이고, 시장과 사업자의 책임을 강화하는 내용을 담고 있다. 다만, 일부 의원들은 상위법의 계류 상황과 행정력 낭비 우려를 지적하며 조례 개정 시기와 실태조사 주기 조정 필요성을 제기했다. 집행부는 상위법 개정 이후 조례 개정을 추진하는 것이 바람직하다는 의견을 내놓았다.

광주시의회에서는 2024년과 2025년 주요업무계획 보고를 통해 기후위기 대응 전략과 탄소중립 기본계획이 소개되었다. 더불어민주당 소속 의원들은 기후에너지진흥원 인력 보충과 연구 역량 강화, 그리고 기후위기 대응에 대한 적극적인 관심과 지원을 강조했다. 또한, 정의로운 전환과 녹색산업 육성, 신재생에너지 보급 확대, 환경교육 활성화 등 다양한 부문에서 구체적인 추진과제를 점검하며, 부서 간 협업과 체계적 계획 수립의 중요성을 언급했다.

두 도시 모두 기후위기 대응 정책에 대해 공통적으로 사회적 포용성과 실효성 확보를 중시하는 한편, 상위법과의 연계 및 행정적 효율성 문제에 대해 신중한 접근을 요구하는 목소리가 컸다. 서울시의회에서는 조례안 통합과 수정 대안을 통해 정책의 완성도를 높이고자 했으며, 광주시의회에서는 탄소중립 로드맵과 세부 추진과제에 대한 체계적 이행을 주문했다.

향후 과제로는 서울시의 경우 상위법 개정 상황을 면밀히 모니터링하며 조례 개정 시기를 조율하고, 광주시에서는 부서 간 협업 강화 및 시민 참여 확대를 통한 정책 실행력을 높이는 방안이 제시되고 있다. 두 도시 모두 기후위기 대응에 있어 지방정부의 역할과 책임이 확대되고 있는 만큼, 정책의 지속 가능성과 시민 체감도를 높이기 위한 노력이 더욱 중요해질 전망이다."
